,Team,Round,HomeAway,FinalScore,Date,Day,Time,Venue,ActualCrowd,Season,Opposition,WinLoss,LadderPosition,Margin,OppLadderPosition,Last5
1064,Essendon,17,Home,115,2023-07-09,Sunday,3,Docklands,39606,2023,Adelaide,Win,5,18,9,3
1065,Adelaide,17,Away,97,2023-07-09,Sunday,3,Docklands,39606,2023,Essendon,Loss,9,-18,5,3
1066,Geelong,17,Home,125,2023-07-09,Sunday,1,Kardinia Park,21066,2023,North Melbourne,Win,8,62,17,3
1067,North Melbourne,17,Away,63,2023-07-09,Sunday,1,Kardinia Park,21066,2023,Geelong,Loss,17,-62,8,0
1068,Greater Western Sydney,17,Home,85,2023-07-08,Saturday,5,Sydney Showground,9007,2023,Hawthorn,Win,10,13,16,4
1069,Hawthorn,17,Away,72,2023-07-08,Saturday,5,Sydney Showground,9007,2023,Greater Western Sydney,Loss,16,-13,10,2
1070,Richmond,17,Home,88,2023-07-06,Thursday,7,MCG,48443,2023,Sydney,Win,12,13,15,3
1071,Sydney,17,Away,75,2023-07-06,Thursday,7,MCG,48443,2023,Richmond,Loss,15,-13,12,2
1072,St Kilda,17,Home,58,2023-07-08,Saturday,7,Docklands,30749,2023,Melbourne,Loss,6,-21,4,2
1073,Melbourne,17,Away,79,2023-07-08,Saturday,7,Docklands,30749,2023,St Kilda,Win,4,21,6,2
1074,Western Bulldogs,17,Home,77,2023-07-07,Friday,8,Docklands,43482,2023,Collingwood,Loss,7,-12,1,2
1075,Collingwood,17,Away,89,2023-07-07,Friday,8,Docklands,43482,2023,Western Bulldogs,Win,1,12,7,4
1076,Port Adelaide,17,Home,106,2023-07-08,Saturday,8,Adelaide Oval,31053,2023,Gold Coast,Win,2,33,13,5
1077,Gold Coast,17,Away,73,2023-07-08,Saturday,8,Adelaide Oval,31053,2023,Port Adelaide,Loss,13,-33,2,3
1078,Fremantle,17,Home,45,2023-07-09,Sunday,5,Perth Stadium,49469,2023,Carlton,Loss,14,-53,11,2
1079,Carlton,17,Away,98,2023-07-09,Sunday,5,Perth Stadium,49469,2023,Fremantle,Win,11,53,14,2
1080,Carlton,18,Home,122,2023-07-15,Saturday,5,Docklands,34306,2023,Port Adelaide,Win,10,50,2,3
1081,Port Adelaide,18,Away,72,2023-07-15,Saturday,5,Docklands,34306,2023,Carlton,Loss,2,-50,10,5
1082,Collingwood,18,Home,113,2023-07-15,Saturday,2,MCG,61157,2023,Fremantle,Win,1,46,15,4
1083,Fremantle,18,Away,67,2023-07-15,Saturday,2,MCG,61157,2023,Collingwood,Loss,15,-46,1,1
1084,Geelong,18,Home,122,2023-07-15,Saturday,7,Kardinia Park,23185,2023,Essendon,Win,5,77,8,4
1085,Essendon,18,Away,45,2023-07-15,Saturday,7,Kardinia Park,23185,2023,Geelong,Loss,8,-77,5,3
1086,Gold Coast,18,Home,77,2023-07-15,Saturday,2,Carrara,13015,2023,St Kilda,Win,13,26,6,2
1087,St Kilda,18,Away,51,2023-07-15,Saturday,2,Carrara,13015,2023,Gold Coast,Loss,6,-26,13,2
1088,Melbourne,18,Home,105,2023-07-14,Friday,8,MCG,38030,2023,Brisbane Lions,Win,4,1,3,3
1089,Brisbane Lions,18,Away,104,2023-07-14,Friday,8,MCG,38030,2023,Melbourne,Loss,3,-1,4,4
1090,North Melbourne,18,Home,40,2023-07-16,Sunday,1,Docklands,30201,2023,Hawthorn,Loss,17,-48,16,0
1091,Hawthorn,18,Away,88,2023-07-16,Sunday,1,Docklands,30201,2023,North Melbourne,Win,16,48,17,1
1092,Sydney,18,Home,78,2020-07-13,Monday,7,SCG,26221,2023,Western Bulldogs,Win,14,2,7,1
1093,Western Bulldogs,18,Away,76,2020-07-13,Monday,7,SCG,26221,2023,Sydney,Loss,7,-2,14,2
1094,Adelaide,18,Home,57,2023-07-15,Saturday,8,Adelaide Oval,36674,2023,Greater Western Sydney,Loss,12,-14,9,2
1095,Greater Western Sydney,18,Away,71,2023-07-15,Saturday,8,Adelaide Oval,36674,2023,Adelaide,Win,9,14,12,4
1096,West Coast,18,Home,60,2023-07-16,Sunday,5,Perth Stadium,40501,2023,Richmond,Loss,18,-38,11,0
1097,Richmond,18,Away,98,2023-07-16,Sunday,5,Perth Stadium,40501,2023,West Coast,Win,11,38,18,4
1098,Brisbane Lions,19,Home,64,2023-07-22,Saturday,5,Gabba,32586,2023,Geelong,Win,3,11,8,4
1099,Geelong,19,Away,53,2023-07-22,Saturday,5,Gabba,32586,2023,Brisbane Lions,Loss,8,-11,3,4
1100,Carlton,19,Home,140,2023-07-22,Saturday,2,Docklands,34954,2023,West Coast,Win,9,71,18,4
1101,West Coast,19,Away,69,2023-07-22,Saturday,2,Docklands,34954,2023,Carlton,Loss,18,-71,9,0
1102,Essendon,19,Home,49,2023-07-21,Friday,8,Docklands,43634,2023,Western Bulldogs,Loss,11,-41,5,2
1103,Western Bulldogs,19,Away,90,2023-07-21,Friday,8,Docklands,43634,2023,Essendon,Win,5,41,11,2
1104,Greater Western Sydney,19,Home,103,2023-07-23,Sunday,1,Manuka Oval,10026,2023,Gold Coast,Win,7,40,14,5
1105,Gold Coast,19,Away,63,2023-07-23,Sunday,1,Manuka Oval,10026,2023,Greater Western Sydney,Loss,14,-40,7,2
1106,Melbourne,19,Home,97,2023-07-23,Sunday,3,MCG,33122,2023,Adelaide,Win,4,4,13,3
1107,Adelaide,19,Away,93,2023-07-23,Sunday,3,MCG,33122,2023,Melbourne,Loss,13,-4,4,2
1108,Richmond,19,Home,96,2023-07-22,Saturday,2,MCG,57654,2023,Hawthorn,Win,10,1,16,4
1109,Hawthorn,19,Away,95,2023-07-22,Saturday,2,MCG,57654,2023,Richmond,Loss,16,-1,10,2
1110,St Kilda,19,Home,69,2023-07-23,Sunday,5,Docklands,18279,2023,North Melbourne,Win,6,8,17,1
1111,North Melbourne,19,Away,61,2023-07-23,Sunday,5,Docklands,18279,2023,St Kilda,Loss,17,-8,6,0
1112,Port Adelaide,19,Home,83,2023-07-22,Saturday,8,Adelaide Oval,47965,2023,Collingwood,Loss,2,-2,1,4
1113,Collingwood,19,Away,85,2023-07-22,Saturday,8,Adelaide Oval,47965,2023,Port Adelaide,Win,1,2,2,4
1114,Fremantle,19,Home,75,2023-07-22,Saturday,8,Perth Stadium,42433,2023,Sydney,Loss,15,-30,12,1
1115,Sydney,19,Away,105,2023-07-22,Saturday,8,Perth Stadium,42433,2023,Fremantle,Win,12,30,15,2
1116,Collingwood,20,Home,76,2023-07-28,Friday,8,MCG,86785,2023,Carlton,Loss,1,-17,7,5
1117,Carlton,20,Away,93,2023-07-28,Friday,8,MCG,86785,2023,Collingwood,Win,7,17,1,5
1118,Essendon,20,Home,99,2023-07-29,Saturday,7,Docklands,38319,2023,Sydney,Loss,13,-2,10,1
1119,Sydney,20,Away,101,2023-07-29,Saturday,7,Docklands,38319,2023,Essendon,Win,10,2,13,3
1120,Geelong,20,Home,64,2023-07-29,Saturday,2,Kardinia Park,21619,2023,Fremantle,Loss,9,-7,15,4
1121,Fremantle,20,Away,71,2023-07-29,Saturday,2,Kardinia Park,21619,2023,Geelong,Win,15,7,9,1
1122,Gold Coast,20,Home,96,2023-07-29,Saturday,5,Carrara,14097,2023,Brisbane Lions,Win,14,41,3,2
1123,Brisbane Lions,20,Away,55,2023-07-29,Saturday,5,Carrara,14097,2023,Gold Coast,Loss,3,-41,14,4
1124,Hawthorn,20,Home,93,2023-07-30,Sunday,1,Docklands,22769,2023,St Kilda,Loss,16,-29,5,1
1125,St Kilda,20,Away,122,2023-07-30,Sunday,1,Docklands,22769,2023,Hawthorn,Win,5,29,16,2
1126,Richmond,20,Home,130,2023-07-30,Sunday,3,MCG,52294,2023,Melbourne,Win,11,32,4,4
1127,Melbourne,20,Away,98,2023-07-30,Sunday,3,MCG,52294,2023,Richmond,Loss,4,-32,11,3
1128,Western Bulldogs,20,Home,73,2023-07-29,Saturday,2,Eureka Stadium,9080,2023,Greater Western Sydney,Loss,8,-5,6,3
1129,Greater Western Sydney,20,Away,78,2023-07-29,Saturday,2,Eureka Stadium,9080,2023,Western Bulldogs,Win,6,5,8,5
1130,Adelaide,20,Home,112,2023-07-29,Saturday,8,Adelaide Oval,50023,2023,Port Adelaide,Win,12,47,2,1
1131,Port Adelaide,20,Away,65,2023-07-29,Saturday,8,Adelaide Oval,50023,2023,Adelaide,Loss,2,-47,12,3
1132,West Coast,20,Home,72,2023-07-30,Sunday,5,Perth Stadium,38231,2023,North Melbourne,Win,18,5,17,0
1133,North Melbourne,20,Away,67,2023-07-30,Sunday,5,Perth Stadium,38231,2023,West Coast,Loss,17,-5,18,0
1134,Essendon,21,Home,73,2023-08-05,Saturday,2,Docklands,30742,2023,West Coast,Win,12,1,18,1
1135,West Coast,21,Away,72,2023-08-05,Saturday,2,Docklands,30742,2023,Essendon,Loss,18,-1,12,1
1136,Geelong,21,Home,97,2023-08-05,Saturday,7,Kardinia Park,21279,2023,Port Adelaide,Win,9,12,4,3
1137,Port Adelaide,21,Away,85,2023-08-05,Saturday,7,Kardinia Park,21279,2023,Geelong,Loss,4,-12,9,2
1138,Greater Western Sydney,21,Home,85,2023-08-05,Saturday,8,Sydney Showground,19332,2023,Sydney,Loss,8,-11,10,5
1139,Sydney,21,Away,96,2023-08-05,Saturday,8,Sydney Showground,19332,2023,Greater Western Sydney,Win,10,11,8,3
1140,Hawthorn,21,Home,105,2023-08-05,Saturday,5,MCG,62134,2023,Collingwood,Win,16,32,1,1
1141,Collingwood,21,Away,73,2023-08-05,Saturday,5,MCG,62134,2023,Hawthorn,Loss,1,-32,16,4
1142,North Melbourne,21,Home,71,2023-08-06,Sunday,1,Bellerive Oval,8034,2023,Melbourne,Loss,17,-32,2,0
1143,Melbourne,21,Away,103,2023-08-06,Sunday,1,Bellerive Oval,8034,2023,North Melbourne,Win,2,32,17,3
1144,St Kilda,21,Home,54,2023-08-06,Sunday,3,Docklands,42656,2023,Carlton,Loss,7,-19,5,3
1145,Carlton,21,Away,73,2023-08-06,Sunday,3,Docklands,42656,2023,St Kilda,Win,5,19,7,5
1146,Western Bulldogs,21,Home,126,2023-08-04,Friday,8,Docklands,39304,2023,Richmond,Win,6,55,13,2
1147,Richmond,21,Away,71,2023-08-04,Friday,8,Docklands,39304,2023,Western Bulldogs,Loss,13,-55,6,4
1148,Adelaide,21,Home,89,2023-08-05,Saturday,2,Adelaide Oval,35777,2023,Gold Coast,Win,11,28,14,2
1149,Gold Coast,21,Away,61,2023-08-05,Saturday,2,Adelaide Oval,35777,2023,Adelaide,Loss,14,-28,11,2
1150,Fremantle,21,Home,74,2023-08-06,Sunday,5,Perth Stadium,37845,2023,Brisbane Lions,Loss,15,-3,3,1
1151,Brisbane Lions,21,Away,77,2023-08-06,Sunday,5,Perth Stadium,37845,2023,Fremantle,Win,3,3,15,3
1152,Carlton,22,Home,60,2023-08-12,Saturday,8,MCG,68577,2023,Melbourne,Win,5,4,4,5
1153,Melbourne,22,Away,56,2023-08-12,Saturday,8,MCG,68577,2023,Carlton,Loss,4,-4,5,4
1154,Brisbane Lions,22,Home,99,2023-08-12,Saturday,5,Gabba,30107,2023,Adelaide,Win,2,6,12,3
1155,Adelaide,22,Away,93,2023-08-12,Saturday,5,Gabba,30107,2023,Brisbane Lions,Loss,12,-6,2,2
1156,Collingwood,22,Home,109,2023-08-11,Friday,8,MCG,78749,2023,Geelong,Win,1,8,11,3
1157,Geelong,22,Away,101,2023-08-11,Friday,8,MCG,78749,2023,Collingwood,Loss,11,-8,1,3
1158,Hawthorn,22,Home,67,2023-08-13,Sunday,1,York Park,12408,2023,Western Bulldogs,Win,16,3,8,2
1159,Western Bulldogs,22,Away,64,2023-08-13,Sunday,1,York Park,12408,2023,Hawthorn,Loss,8,-3,16,2
1160,North Melbourne,22,Home,77,2023-08-12,Saturday,2,Docklands,37231,2023,Essendon,Loss,17,-9,9,0
1161,Essendon,22,Away,86,2023-08-12,Saturday,2,Docklands,37231,2023,North Melbourne,Win,9,9,17,2
1162,St Kilda,22,Home,93,2023-08-13,Sunday,3,Docklands,31119,2023,Richmond,Win,6,36,13,2
1163,Richmond,22,Away,57,2023-08-13,Sunday,3,Docklands,31119,2023,St Kilda,Loss,13,-36,6,4
1164,Sydney,22,Home,114,2023-08-12,Saturday,2,SCG,33911,2023,Gold Coast,Win,7,24,15,4
1165,Gold Coast,22,Away,90,2023-08-12,Saturday,2,SCG,33911,2023,Sydney,Loss,15,-24,7,2
1166,Port Adelaide,22,Home,136,2023-08-13,Sunday,5,Adelaide Oval,32597,2023,Greater Western Sydney,Win,3,51,10,1
1167,Greater Western Sydney,22,Away,85,2023-08-13,Sunday,5,Adelaide Oval,32597,2023,Port Adelaide,Loss,10,-51,3,4
1168,West Coast,22,Home,33,2023-08-12,Saturday,8,Perth Stadium,51172,2023,Fremantle,Loss,18,-101,14,1
1169,Fremantle,22,Away,134,2023-08-12,Saturday,8,Perth Stadium,51172,2023,West Coast,Win,14,101,18,1
1170,Collingwood,23,Home,100,2023-08-18,Friday,8,Docklands,39350,2023,Brisbane Lions,Loss,1,-24,2,3
1171,Brisbane Lions,23,Away,124,2023-08-18,Friday,8,Docklands,39350,2023,Collingwood,Win,2,24,1,3
1172,Gold Coast,23,Home,87,2023-08-19,Saturday,2,Carrara,19253,2023,Carlton,Loss,15,-4,5,2
1173,Carlton,23,Away,91,2023-08-19,Saturday,2,Carrara,19253,2023,Gold Coast,Win,5,4,15,5
1174,Greater Western Sydney,23,Home,162,2023-08-19,Saturday,5,Sydney Showground,10281,2023,Essendon,Win,8,126,10,3
1175,Essendon,23,Away,36,2023-08-19,Saturday,5,Sydney Showground,10281,2023,Greater Western Sydney,Loss,10,-126,8,2
1176,Melbourne,23,Home,87,2023-08-20,Sunday,3,MCG,50142,2023,Hawthorn,Win,4,27,16,3
1177,Hawthorn,23,Away,60,2023-08-20,Sunday,3,MCG,50142,2023,Melbourne,Loss,16,-27,4,3
1178,Richmond,23,Home,101,2023-08-19,Saturday,2,MCG,59555,2023,North Melbourne,Win,12,29,18,3
1179,North Melbourne,23,Away,72,2023-08-19,Saturday,2,MCG,59555,2023,Richmond,Loss,18,-29,12,0
1180,St Kilda,23,Home,88,2023-08-19,Saturday,7,Docklands,40103,2023,Geelong,Win,6,33,11,3
1181,Geelong,23,Away,55,2023-08-19,Saturday,7,Docklands,40103,2023,St Kilda,Loss,11,-33,6,2
1182,Western Bulldogs,23,Home,85,2023-08-20,Sunday,1,Docklands,23965,2023,West Coast,Loss,9,-7,17,2
1183,West Coast,23,Away,92,2023-08-20,Sunday,1,Docklands,23965,2023,Western Bulldogs,Win,17,7,9,1
1184,Adelaide,23,Home,73,2023-08-19,Saturday,8,Adelaide Oval,44817,2023,Sydney,Loss,13,-1,7,2
1185,Sydney,23,Away,74,2023-08-19,Saturday,8,Adelaide Oval,44817,2023,Adelaide,Win,7,1,13,5
1186,Fremantle,23,Home,58,2023-08-20,Sunday,5,Perth Stadium,38360,2023,Port Adelaide,Loss,14,-16,3,2
1187,Port Adelaide,23,Away,74,2023-08-20,Sunday,5,Perth Stadium,38360,2023,Fremantle,Win,3,16,14,1
1188,Brisbane Lions,24,Home,72,2023-08-26,Saturday,5,Gabba,31689,2023,St Kilda,Win,2,12,6,4
1189,St Kilda,24,Away,60,2023-08-26,Saturday,5,Gabba,31689,2023,Brisbane Lions,Loss,6,-12,2,4
1190,Carlton,24,Home,73,2023-08-27,Sunday,6,Docklands,44354,2023,Greater Western Sydney,Loss,5,-32,7,5
1191,Greater Western Sydney,24,Away,105,2023-08-27,Sunday,6,Docklands,44354,2023,Carlton,Win,7,32,5,3
1192,Essendon,24,Home,31,2023-08-25,Friday,8,MCG,74344,2023,Collingwood,Loss,11,-70,1,2
1193,Collingwood,24,Away,101,2023-08-25,Friday,8,MCG,74344,2023,Essendon,Win,1,70,11,2
1194,Geelong,24,Home,79,2023-08-26,Saturday,7,Kardinia Park,20533,2023,Western Bulldogs,Loss,12,-25,9,1
1195,Western Bulldogs,24,Away,104,2023-08-26,Saturday,7,Kardinia Park,20533,2023,Geelong,Win,9,25,12,2
1196,Hawthorn,24,Home,56,2023-08-26,Saturday,2,MCG,27951,2023,Fremantle,Loss,16,-37,14,2
1197,Fremantle,24,Away,93,2023-08-26,Saturday,2,MCG,27951,2023,Hawthorn,Win,14,37,16,2
1198,North Melbourne,24,Home,132,2023-08-26,Saturday,2,Bellerive Oval,4416,2023,Gold Coast,Win,17,35,15,0
1199,Gold Coast,24,Away,97,2023-08-26,Saturday,2,Bellerive Oval,4416,2023,North Melbourne,Loss,15,-35,17,1
1200,Sydney,24,Home,56,2023-08-27,Sunday,3,SCG,41753,2023,Melbourne,Loss,8,-21,4,5
1201,Melbourne,24,Away,77,2023-08-27,Sunday,3,SCG,41753,2023,Sydney,Win,4,21,8,3
1202,Port Adelaide,24,Home,94,2023-08-27,Sunday,0,Adelaide Oval,39860,2023,Richmond,Win,3,31,13,2
1203,Richmond,24,Away,63,2023-08-27,Sunday,0,Adelaide Oval,39860,2023,Port Adelaide,Loss,13,-31,3,3
1204,West Coast,24,Home,78,2023-08-26,Saturday,8,Perth Stadium,47027,2023,Adelaide,Loss,18,-45,10,2
1205,Adelaide,24,Away,123,2023-08-26,Saturday,8,Perth Stadium,47027,2023,West Coast,Win,10,45,18,2
1206,Richmond,1,Home,121,2018-03-22,Thursday,7,MCG,90151,2018,Carlton,Win,7,26,12,4
1207,Carlton,1,Away,95,2018-03-22,Thursday,7,MCG,90151,2018,Richmond,Loss,12,-26,7,1
1208,Essendon,1,Home,99,2018-03-23,Friday,8,Docklands,43016,2018,Adelaide,Win,8,12,11,3
1209,Adelaide,1,Away,87,2018-03-23,Friday,8,Docklands,43016,2018,Essendon,Loss,11,-12,8,2
1210,St Kilda,1,Home,107,2018-03-24,Saturday,4,Docklands,23731,2018,Brisbane Lions,Win,6,25,13,2
1211,Brisbane Lions,1,Away,82,2018-03-24,Saturday,4,Docklands,23731,2018,St Kilda,Loss,13,-25,6,1
1212,Port Adelaide,1,Home,110,2018-03-24,Saturday,4,Adelaide Oval,38324,2018,Fremantle,Win,2,50,17,4
1213,Fremantle,1,Away,60,2018-03-24,Saturday,4,Adelaide Oval,38324,2018,Port Adelaide,Loss,17,-50,2,1
1214,Gold Coast,1,Home,55,2018-03-24,Saturday,6,Cazaly's Stadium,3722,2018,North Melbourne,Win,4,16,15,0
1215,North Melbourne,1,Away,39,2018-03-24,Saturday,6,Cazaly's Stadium,3722,2018,Gold Coast,Loss,15,-16,4,2
1216,Hawthorn,1,Home,101,2018-03-24,Saturday,7,MCG,58051,2018,Collingwood,Win,3,34,16,3
1217,Collingwood,1,Away,67,2018-03-24,Saturday,7,MCG,58051,2018,Hawthorn,Loss,16,-34,3,2
1218,Greater Western Sydney,1,Home,133,2018-03-25,Sunday,1,Manuka Oval,10454,2018,Western Bulldogs,Win,1,82,18,4
1219,Western Bulldogs,1,Away,51,2018-03-25,Sunday,1,Manuka Oval,10454,2018,Greater Western Sydney,Loss,18,-82,1,2
1220,Melbourne,1,Home,94,2018-03-25,Sunday,3,MCG,54112,2018,Geelong,Loss,10,-3,9,2
1221,Geelong,1,Away,97,2018-03-25,Sunday,3,MCG,54112,2018,Melbourne,Win,9,3,10,4
1222,West Coast,1,Home,86,2018-03-25,Sunday,4,Perth Stadium,53553,2018,Sydney,Loss,14,-29,5,3
1223,Sydney,1,Away,115,2018-03-25,Sunday,4,Perth Stadium,53553,2018,West Coast,Win,5,29,14,4
1224,Adelaide,2,Home,118,2018-03-29,Thursday,7,Adelaide Oval,49743,2018,Richmond,Win,7,36,12,2
1225,Richmond,2,Away,82,2018-03-29,Thursday,7,Adelaide Oval,49743,2018,Adelaide,Loss,12,-36,7,4
1226,North Melbourne,2,Home,95,2018-03-30,Friday,4,Docklands,33966,2018,St Kilda,Win,5,52,13,1
1227,St Kilda,2,Away,43,2018-03-30,Friday,4,Docklands,33966,2018,North Melbourne,Loss,13,-52,5,3
1228,Carlton,2,Home,67,2018-03-31,Saturday,2,Docklands,28025,2018,Gold Coast,Loss,17,-34,3,1
1229,Gold Coast,2,Away,101,2018-03-31,Saturday,2,Docklands,28025,2018,Carlton,Win,3,34,17,1
1230,Collingwood,2,Home,79,2018-03-31,Saturday,5,MCG,30941,2018,Greater Western Sydney,Loss,16,-16,1,2
1231,Greater Western Sydney,2,Away,95,2018-03-31,Saturday,5,MCG,30941,2018,Collingwood,Win,1,16,16,4
1232,Brisbane Lions,2,Home,74,2018-03-31,Saturday,6,Gabba,17141,2018,Melbourne,Loss,15,-26,6,1
1233,Melbourne,2,Away,100,2018-03-31,Saturday,6,Gabba,17141,2018,Brisbane Lions,Win,6,26,15,2
1234,Fremantle,2,Home,106,2018-03-31,Saturday,5,Perth Stadium,49021,2018,Essendon,Win,14,16,11,1
1235,Essendon,2,Away,90,2018-03-31,Saturday,5,Perth Stadium,49021,2018,Fremantle,Loss,11,-16,14,4
1236,Western Bulldogs,2,Home,70,2018-04-01,Sunday,3,Docklands,22868,2018,West Coast,Loss,18,-51,8,1
1237,West Coast,2,Away,121,2018-04-01,Sunday,3,Docklands,22868,2018,Western Bulldogs,Win,8,51,18,2
1238,Sydney,2,Home,71,2018-04-01,Sunday,5,SCG,34636,2018,Port Adelaide,Loss,9,-23,2,5
1239,Port Adelaide,2,Away,94,2018-04-01,Sunday,5,SCG,34636,2018,Sydney,Win,2,23,9,4
1240,Geelong,2,Home,117,2018-04-02,Monday,3,MCG,73189,2018,Hawthorn,Loss,10,-1,4,4
1241,Hawthorn,2,Away,118,2018-04-02,Monday,3,MCG,73189,2018,Geelong,Win,4,1,10,3
1242,Carlton,3,Home,76,2018-04-06,Friday,8,MCG,68548,2018,Collingwood,Loss,18,-24,14,1
1243,Collingwood,3,Away,100,2018-04-06,Friday,8,MCG,68548,2018,Carlton,Win,14,24,18,1
1244,Port Adelaide,3,Home,97,2018-04-07,Saturday,1,Adelaide Oval,36363,2018,Brisbane Lions,Win,1,5,17,5
1245,Brisbane Lions,3,Away,92,2018-04-07,Saturday,1,Adelaide Oval,36363,2018,Port Adelaide,Loss,17,-5,1,1
1246,Melbourne,3,Home,123,2018-04-07,Saturday,2,MCG,35518,2018,North Melbourne,Win,4,37,11,3
1247,North Melbourne,3,Away,86,2018-04-07,Saturday,2,MCG,35518,2018,Melbourne,Loss,11,-37,4,2
1248,Gold Coast,3,Home,68,2018-04-07,Saturday,3,Perth Stadium,33388,2018,Fremantle,Loss,6,-28,10,2
1249,Fremantle,3,Away,96,2018-04-07,Saturday,3,Perth Stadium,33388,2018,Gold Coast,Win,10,28,6,1
1250,St Kilda,3,Home,55,2018-04-07,Saturday,7,Docklands,19324,2018,Adelaide,Loss,15,-49,3,2
1251,Adelaide,3,Away,104,2018-04-07,Saturday,7,Docklands,19324,2018,St Kilda,Win,3,49,15,2
1252,Sydney,3,Home,103,2018-04-07,Saturday,7,SCG,34711,2018,Greater Western Sydney,Win,7,16,2,4
1253,Greater Western Sydney,3,Away,87,2018-04-07,Saturday,7,SCG,34711,2018,Sydney,Loss,2,-16,7,4
1254,Richmond,3,Home,102,2018-04-08,Sunday,1,MCG,70701,2018,Hawthorn,Win,9,13,8,3
1255,Hawthorn,3,Away,89,2018-04-08,Sunday,1,MCG,70701,2018,Richmond,Loss,8,-13,9,4
1256,Western Bulldogs,3,Home,104,2018-04-08,Sunday,3,Docklands,40499,2018,Essendon,Win,16,21,13,0
1257,Essendon,3,Away,83,2018-04-08,Sunday,3,Docklands,40499,2018,Western Bulldogs,Loss,13,-21,16,3
1258,West Coast,3,Home,95,2018-04-08,Sunday,3,Perth Stadium,54535,2018,Geelong,Win,5,15,12,3
1259,Geelong,3,Away,80,2018-04-08,Sunday,3,Perth Stadium,54535,2018,West Coast,Loss,12,-15,5,4
1260,Adelaide,4,Home,58,2018-04-13,Friday,7,Adelaide Oval,45495,2018,Collingwood,Loss,9,-48,10,2
1261,Collingwood,4,Away,106,2018-04-13,Friday,7,Adelaide Oval,45495,2018,Adelaide,Win,10,48,9,2
1262,Greater Western Sydney,4,Home,82,2018-04-14,Saturday,2,Manuka Oval,11356,2018,Fremantle,Win,1,31,13,3
1263,Fremantle,4,Away,51,2018-04-14,Saturday,2,Manuka Oval,11356,2018,Greater Western Sydney,Loss,13,-31,1,2
1264,Richmond,4,Home,110,2018-04-14,Saturday,2,MCG,32870,2018,Brisbane Lions,Win,3,93,17,4
1265,Brisbane Lions,4,Away,17,2018-04-14,Saturday,2,MCG,32870,2018,Richmond,Loss,17,-93,3,0
1266,Western Bulldogs,4,Home,79,2018-04-14,Saturday,5,Docklands,28058,2018,Sydney,Loss,15,-7,6,1
1267,Sydney,4,Away,86,2018-04-14,Saturday,5,Docklands,28058,2018,Western Bulldogs,Win,6,7,15,4
1268,North Melbourne,4,Home,116,2018-04-14,Saturday,7,Bellerive Oval,14266,2018,Carlton,Win,7,86,18,2
1269,Carlton,4,Away,30,2018-04-14,Saturday,7,Bellerive Oval,14266,2018,North Melbourne,Loss,18,-86,7,1
1270,West Coast,4,Home,139,2018-04-14,Saturday,6,Perth Stadium,51774,2018,Gold Coast,Win,2,80,14,3
1271,Gold Coast,4,Away,59,2018-04-14,Saturday,6,Perth Stadium,51774,2018,West Coast,Loss,14,-80,2,2
1272,Essendon,4,Home,106,2018-04-15,Sunday,1,Docklands,30900,2018,Port Adelaide,Win,11,22,5,3
1273,Port Adelaide,4,Away,84,2018-04-15,Sunday,1,Docklands,30900,2018,Essendon,Loss,5,-22,11,5
1274,Hawthorn,4,Home,115,2018-04-15,Sunday,3,MCG,41973,2018,Melbourne,Win,4,67,12,3
1275,Melbourne,4,Away,48,2018-04-15,Sunday,3,MCG,41973,2018,Hawthorn,Loss,12,-67,4,3
1276,Geelong,4,Home,103,2018-04-15,Sunday,5,Kardinia Park,27338,2018,St Kilda,Win,8,47,16,3
1277,St Kilda,4,Away,56,2018-04-15,Sunday,5,Kardinia Park,27338,2018,Geelong,Loss,16,-47,8,2
1278,Sydney,5,Home,75,2018-04-20,Friday,8,SCG,38017,2018,Adelaide,Loss,10,-10,8,4
1279,Adelaide,5,Away,85,2018-04-20,Friday,8,SCG,38017,2018,Sydney,Win,8,10,10,2
1280,St Kilda,5,Home,73,2018-04-21,Saturday,2,Docklands,14956,2018,Greater Western Sydney,Loss,15,0,3,1
1281,Greater Western Sydney,5,Away,73,2018-04-21,Saturday,2,Docklands,14956,2018,St Kilda,Win,3,0,15,3
1282,Carlton,5,Home,69,2018-04-21,Saturday,5,MCG,27900,2018,West Coast,Loss,18,-10,2,0
1283,West Coast,5,Away,79,2018-04-21,Saturday,5,MCG,27900,2018,Carlton,Win,2,10,18,4
1284,Port Adelaide,5,Home,50,2018-04-21,Saturday,7,Adelaide Oval,45372,2018,Geelong,Loss,9,-34,6,4
1285,Geelong,5,Away,84,2018-04-21,Saturday,7,Adelaide Oval,45372,2018,Port Adelaide,Win,6,34,9,3
1286,Fremantle,5,Home,108,2018-04-21,Saturday,6,Perth Stadium,43056,2018,Western Bulldogs,Win,11,54,16,2
1287,Western Bulldogs,5,Away,54,2018-04-21,Saturday,6,Perth Stadium,43056,2018,Fremantle,Loss,16,-54,11,1
1288,North Melbourne,5,Home,98,2018-04-22,Sunday,3,Docklands,27981,2018,Hawthorn,Win,4,28,7,3
1289,Hawthorn,5,Away,70,2018-04-22,Sunday,3,Docklands,27981,2018,North Melbourne,Loss,7,-28,4,4
1290,Brisbane Lions,5,Home,71,2018-04-22,Sunday,5,Gabba,16087,2018,Gold Coast,Loss,17,-5,12,0
1291,Gold Coast,5,Away,76,2018-04-22,Sunday,5,Gabba,16087,2018,Brisbane Lions,Win,12,5,17,2
